"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C01_002E","S1903_C01_002M","S1903_C01_003E","S1903_C01_003M","S1903_C01_004E","S1903_C01_004M","S1903_C01_005E","S1903_C01_005M","S1903_C01_006E","S1903_C01_006M","S1903_C01_007E","S1903_C01_007M","S1903_C01_008E","S1903_C01_008M","S1903_C01_009E","S1903_C01_009M","S1903_C01_010E","S1903_C01_010M","S1903_C01_011E","S1903_C01_011M","S1903_C01_012E","S1903_C01_012M","S1903_C01_013E","S1903_C01_013M","S1903_C01_014E","S1903_C01_014M","S1903_C01_015E","S1903_C01_015M","S1903_C01_016E","S1903_C01_016M","S1903_C01_017E","S1903_C01_017M","S1903_C01_018E","S1903_C01_018M","S1903_C01_019E","S1903_C01_019M","S1903_C01_020E","S1903_C01_020M","S1903_C01_021E","S1903_C01_021M","S1903_C01_022E","S1903_C01_022M","S1903_C01_023E","S1903_C01_023M","S1903_C01_024E","S1903_C01_024M","S1903_C01_025E","S1903_C01_025M","S1903_C01_026E","S1903_C01_026M","S1903_C01_027E","S1903_C01_027M","S1903_C01_028E","S1903_C01_028M","S1903_C01_029E","S1903_C01_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_001E","S1903_C02_001M","S1903_C02_002E","S1903_C02_002M","S1903_C02_003E","S1903_C02_003M","S1903_C02_004E","S1903_C02_005E","S1903_C02_005M","S1903_C02_006E","S1903_C02_006M","S1903_C02_007E","S1903_C02_007M","S1903_C02_008E","S1903_C02_008M","S1903_C02_009E","S1903_C02_009M","S1903_C02_010E","S1903_C02_010M","S1903_C02_011E","S1903_C02_011M","S1903_C02_012E","S1903_C02_012M","S1903_C02_013E","S1903_C02_013M","S1903_C02_014E","S1903_C02_014M","S1903_C02_015E","S1903_C02_015M","S1903_C02_016E","S1903_C02_016M","S1903_C02_017E","S1903_C02_017M","S1903_C02_018E","S1903_C02_018M","S1903_C02_019E","S1903_C02_019M","S1903_C02_020E","S1903_C02_020M","S1903_C02_021E","S1903_C02_021M","S1903_C02_022E","S1903_C02_022M","S1903_C02_023E","S1903_C02_023M","S1903_C02_024E","S1903_C02_024M","S1903_C02_025E","S1903_C02_025M","S1903_C02_026E","S1903_C02_026M","S1903_C02_027E","S1903_C02_027M","S1903_C02_028E","S1903_C02_028M","S1903_C02_029E","S1903_C02_029M","S1903_C02_030E","S1903_C02_030M","S1903_C02_004M"
"0500000US27123","Ramsey County, Minnesota","206261","1968","79.3","0.9","9.7","0.6","N","N","7.4","0.5","N","N","N","N","2.2","0.4","4.9","0.5","75.7","0.9","5.9","0.7","35.5","0.9","38.4","0.7","20.1","0.6","122086","3493","46.2","1.4","53.8","1.4","71.3","1.5","21.9","1.6","6.8","1.1","84175","3508","54.6","1.9","44.7","1.8","9.9","1.2","45.4","1.9","33.3","2.0","12.0","1.5","21.9","(X)","20.5","(X)","22.3","(X)","53925","2320","61284","1542","26640","2448","31506","42998","5221","-","**","35577","10856","41104","8046","38040","3027","62223","1752","26696","4065","59619","4824","64135","2997","42411","2859","68453","3255","61128","2070","74519","4515","84848","2831","33528","3835","38104","6824","37432","1664","33881","3142","30766","1786","56460","11198","41600","1790","37036","3034","62212","8270","(X)","(X)","(X)","(X)","(X)","(X)","17103"
"0500000US27137","St. Louis County, Minnesota","84386","1661","95.2","0.7","N","N","1.7","0.4","N","N","N","N","N","N","N","N","N","N","94.7","0.7","6.5","1.2","28.0","1.1","40.5","1.1","25.0","0.9","50262","1813","38.8","2.2","61.2","2.2","75.6","3.0","17.6","2.4","6.8","1.5","34124","1892","50.9","2.6","42.2","2.8","8.7","1.6","49.1","2.6","39.1","2.5","10.0","1.9","24.9","(X)","22.9","(X)","26.3","(X)","46773","2117","47716","2641","N","N","32983","N","N","-","**","N","N","52370","27290","N","N","47685","2638","24057","9768","52206","3545","57479","4039","34356","2422","60712","1542","57961","6146","61315","1417","70730","2048","28996","4148","49856","21495","26743","1763","21730","2407","18586","1988","41226","8407","34528","4584","29309","5537","48385","14289","(X)","(X)","(X)","(X)","(X)","(X)","13423"
"0500000US27139","Scott County, Minnesota","46461","807","90.4","1.8","N","N","N","N","N","N","N","N","N","N","N","N","N","N","89.9","1.8","1.9","1.0","43.2","1.9","39.9","1.8","15.1","1.0","35431","1595","N","N","N","N","N","N","N","N","N","N","11030","1507","46.1","6.2","41.1","6.3","5.0","2.8","53.9","6.2","40.2","7.1","13.7","4.9","19.9","(X)","20.4","(X)","18.1","(X)","85382","6090","84785","5655","150215","95056","N","71932","34636","-","**","166440","95934","72996","54948","N","N","84904","5743","22539","7311","97973","10173","95117","7301","41085","6412","99934","6248","114002","8614","83867","4355","107579","3946","49144","12926","87871","16024","47531","6765","38154","10608","32326","9782","75231","21228","58177","15866","47370","18224","74000","33026","(X)","(X)","(X)","(X)","(X)","(X)","N"
"0500000US27141","Sherburne County, Minnesota","30387","903","97.9","1.2","N","N","N","N","N","N","N","N","N","N","N","N","N","N","97.4","1.3","2.5","1.4","39.9","2.7","39.9","2.3","17.6","1.6","22174","1435","N","N","N","N","N","N","N","N","N","N","8213","1303","44.1","7.2","34.8","6.7","9.3","5.4","55.9","7.2","40.9","7.9","15.0","6.1","27.7","(X)","27.9","(X)","26.9","(X)","69140","3529","68888","3696","N","N","-","-","**","-","**","-","**","78796","1072","61187","1278","69150","3713","26164","55317","72018","4272","80321","7258","40628","4280","78215","5590","77846","7481","78776","8831","83881","3818","41849","2783","54700","15097","41472","5213","34480","11328","31838","4454","67847","20182","42336","12746","41114","2477","61000","11572","(X)","(X)","(X)","(X)","(X)","(X)","**"
"0500000US27145","Stearns County, Minnesota","56494","1420","93.8","1.2","N","N","N","N","N","N","N","N","N","N","N","N","N","N","92.8","1.2","7.4","1.5","34.1","1.2","37.4","1.3","21.1","1.1","37897","1640","44.2","2.8","55.8","2.8","82.5","2.7","11.4","2.0","6.2","1.6","18597","1386","49.7","4.5","37.3","4.6","12.4","3.6","50.3","4.5","33.4","5.0","16.9","3.6","29.6","(X)","29.1","(X)","30.2","(X)","54887","3906","56383","2298","N","N","N","74375","26569","-","**","N","N","N","N","46579","38977","56554","2287","29165","7572","64680","2378","68418","4830","33257","3614","69974","3657","76795","9433","66335","3320","79908","4205","31419","5260","45246","12536","26560","3977","23558","3330","20821","2127","33642","4749","31288","5973","24629","7011","47022","13818","(X)","(X)","(X)","(X)","(X)","(X)","N"
"0500000US27163","Washington County, Minnesota","89237","1406","92.2","1.1","N","N","N","N","3.2","0.6","N","N","N","N","N","N","N","N","90.6","1.1","2.0","0.7","32.0","1.4","44.8","1.3","21.2","1.0","65000","1926","49.0","2.5","51.0","2.5","80.0","2.2","15.4","2.0","4.6","1.4","24237","1859","54.2","3.9","46.5","3.8","7.8","2.3","45.8","3.9","37.0","4.1","8.7","3.0","17.6","(X)","17.9","(X)","13.7","(X)","80246","2872","80361","2815","39021","31226","102657","113130","18735","-","**","65522","34543","85500","16813","59863","26932","80690","2789","63038","20963","83164","4398","96376","3607","48670","4973","95262","3694","97296","4664","91939","6500","106059","2986","44566","5884","56060","8584","40666","3539","36085","3592","31266","4235","92857","28284","50293","7523","40478","6733","79943","24040","(X)","(X)","(X)","(X)","(X)","(X)","35266"
"0500000US27171","Wright County, Minnesota","45478","756","95.3","1.2","N","N","N","N","N","N","N","N","N","N","N","N","N","N","93.9","1.5","2.8","0.8","40.4","1.9","38.9","1.7","17.9","1.2","34233","1481","N","N","N","N","N","N","N","N","N","N","11245","1417","50.2","6.8","45.2","6.3","5.0","2.9","49.8","6.8","39.8","6.8","10.0","4.3","22.3","(X)","22.3","(X)","20.6","(X)","72467","3655","73343","4074","2,500-","***","52315","N","N","-","**","51744","6188","103101","34094","50628","41318","74004","4493","46617","12646","81564","6194","85842","7703","35035","6458","83739","4931","85855","7062","81527","5722","90494","5436","42941","5686","72000","22510","33999","7055","27478","3772","26099","4972","80276","11769","49990","6631","45699","14690","93203","24466","(X)","(X)","(X)","(X)","(X)","(X)","30824"
"0500000US28033","DeSoto County, Mississippi","59172","1278","75.3","1.7","21.7","1.5","N","N","N","N","N","N","N","N","N","N","N","N","73.3","1.7","2.8","1.0","40.5","2.2","38.3","2.0","18.4","1.1","43028","1987","50.8","2.9","49.2","2.9","69.7","3.2","23.5","3.1","6.8","1.9","16144","1602","58.3","5.5","53.4","5.2","4.9","2.9","41.7","5.5","32.6","4.8","9.1","3.8","28.4","(X)","28.9","(X)","23.8","(X)","54102","2814","56484","2620","47250","5761","N","45920","28623","-","**","45463","22575","50612","21684","36917","11259","57022","2479","51528","10656","57238","3377","58073","3950","41076","3218","60298","2918","58142","4237","62911","6211","71700","7653","38689","6194","61982","29261","37469","4156","31170","7744","27240","6765","49136","13222","45591","4069","42320","6883","50820","7646","(X)","(X)","(X)","(X)","(X)","(X)","N"
"0500000US28035","Forrest County, Mississippi","26949","1288","63.3","3.0","35.3","3.0","N","N","N","N","N","N","N","N","N","N","N","N","62.6","3.1","9.1","2.2","33.0","3.0","35.9","2.4","22.0","2.5","15856","1457","N","N","N","N","N","N","N","N","N","N","11093","1538","52.2","6.4","47.7","6.3","4.4","2.1","47.8","6.4","39.5","6.6","8.3","4.2","35.5","(X)","34.6","(X)","34.7","(X)","31584","3213","40462","6187","17304","2755","-","N","N","-","**","N","N","31327","17796","19794","10859","40733","6418","15490","5618","38041","12250","32902","8367","32348","8723","41364","3742","40438","11030","42181","5326","53966","5339","17373","5311","25755","20548","17733","3853","16858","3920","17074","5621","16462","1389","19429","10198","16487","2740","60194","48620","(X)","(X)","(X)","(X)","(X)","(X)","**"
"0500000US28047","Harrison County, Mississippi","74711","1987","73.5","1.6","21.4","1.4","N","N","N","N","N","N","N","N","N","N","5.3","0.8","68.9","1.8","5.2","1.2","34.3","2.1","39.1","2.2","21.3","1.3","48870","2409","44.3","3.1","55.7","3.1","65.1","3.1","25.5","3.1","9.3","2.2","25841","2284","49.2","4.0","43.9","4.3","5.3","2.2","50.8","4.0","41.1","4.8","9.7","3.7","30.3","(X)","32.8","(X)","24.4","(X)","41098","3196","46718","3063","26206","5040","N","36784","22269","-","**","15266","2239","42323","42003","29464","2841","48037","2545","22226","5274","42288","5314","47660","3843","35687","3407","49247","3275","43023","8478","53699","5104","58772","5874","24404","5234","46897","5872","28942","3150","24748","3591","23202","2288","50139","25352","31750","4253","29982","5930","49967","13050","(X)","(X)","(X)","(X)","(X)","(X)","N"
"0500000US28049","Hinds County, Mississippi","87734","1976","33.0","1.2","65.0","1.3","N","N","N","N","N","N","N","N","N","N","N","N","32.7","1.3","3.7","1.0","32.3","1.6","42.9","1.5","21.1","1.1","55659","2443","42.9","3.0","57.1","3.0","52.2","2.9","37.5","3.0","10.3","2.1","32075","2479","61.2","3.7","53.0","3.7","8.2","2.6","38.8","3.7","31.6","3.7","7.2","2.3","31.2","(X)","34.0","(X)","25.5","(X)","34581","2089","49157","5245","29608","1906","-","N","N","-","**","24018","15200","57719","34070","27579","9773","49627","5372","13839","1928","31961","2401","39420","3679","37517","3834","43612","3211","32175","3864","50471","4399","69402","7286","25492","1690","31027","4716","23274","2205","22023","2663","20794","2622","40370","20189","25194","2728","25579","3764","24232","5577","(X)","(X)","(X)","(X)","(X)","(X)","**"
"0500000US28059","Jackson County, Mississippi","50625","1917","76.1","2.1","19.0","1.8","N","N","N","N","N","N","N","N","N","N","N","N","74.3","2.2","2.9","1.4","32.9","2.5","41.0","2.2","23.2","1.4","34000","2155","N","N","N","N","N","N","N","N","N","N","16625","1829","50.2","5.5","38.7","5.9","11.4","4.4","49.8","5.5","42.3","5.5","7.6","2.9","31.0","(X)","31.9","(X)","27.8","(X)","44824","4855","50681","4124","30603","5983","41250","48961","24275","-","**","N","N","29250","27742","43465","24178","50572","4160","40184","13735","43756","9137","58461","6224","32799","2038","59479","4819","59001","11982","59712","5754","68380","2308","27168","7794","66568","23602","24810","6898","22853","11723","19194","6702","34657","11124","25608","7170","23152","6883","44329","12339","(X)","(X)","(X)","(X)","(X)","(X)","19625"
"0500000US28067","Jones County, Mississippi","26241","865","73.0","2.8","26.4","2.8","N","N","N","N","N","N","N","N","N","N","N","N","70.6","3.1","5.5","2.4","32.5","3.4","37.4","2.8","24.7","2.0","18236","1277","N","N","N","N","N","N","N","N","N","N","8005","1127","54.9","9.3","51.7","9.6","3.2","3.2","45.1","9.3","33.8","8.8","11.3","6.3","42.4","(X)","42.6","(X)","38.5","(X)","34580","3582","41210","3204","17367","3304","-","-","**","-","**","-","**","-","**","N","N","41326","3387","25144","38201","38673","9199","42427","9988","25819","3965","42336","4761","31517","11837","52272","10580","59661","8401","14005","7039","36641","16729","17153","3088","14105","2535","13550","2319","40680","40616","27080","12172","20266","9966","33624","8995","(X)","(X)","(X)","(X)","(X)","(X)","**"
"0500000US28075","Lauderdale County, Mississippi","29327","1390","56.1","2.9","42.8","2.9","N","N","N","N","N","N","N","N","N","N","N","N","55.8","2.8","3.6","2.1","31.0","2.4","38.1","2.6","27.4","2.3","20025","1468","N","N","N","N","N","N","N","N","N","N","9302","1442","62.2","7.9","52.6","8.1","9.7","6.3","37.8","7.9","32.5","7.5","5.3","4.3","27.5","(X)","28.6","(X)","24.1","(X)","35255","4444","45202","6029","22821","2347","-","-","**","-","**","-","**","-","**","125873","93710","45080","6084","35847","5006","36858","8453","34770","6976","30678","7172","40280","3479","30270","5423","48634","7136","57319","15054","21086","3436","31523","12671","21816","3744","18368","6552","14933","7220","35031","31898","38631","8587","32436","16217","44737","18993","(X)","(X)","(X)","(X)","(X)","(X)","**"
"0500000US28081","Lee County, Mississippi","31638","1201","70.6","2.5","27.8","2.2","N","N","N","N","N","N","N","N","N","N","N","N","69.8","2.5","4.1","1.9","36.8","2.5","37.7","2.2","21.5","2.0","21976","1471","N","N","N","N","N","N","N","N","N","N","9662","1187","59.0","7.7","51.1","7.1","7.9","3.9","41.0","7.7","33.3","7.9","7.7","3.6","28.4","(X)","27.9","(X)","28.9","(X)","41202","2456","51323","7294","24357","3361","-","-","**","-","**","N","N","58988","48333","45293","35302","51542","7221","15632","16631","45140","6802","44890","13142","32790","12085","54883","6308","45686","8222","58730","5059","68349","4133","20208","4914","40818","24080","24333","3035","18564","5890","16813","3146","46196","28643","33016","7579","29688","7694","40523","30439","(X)","(X)","(X)","(X)","(X)","(X)","**"
"0500000US28089","Madison County, Mississippi","36631","1215","61.6","2.1","35.1","2.1","N","N","N","N","N","N","N","N","N","N","N","N","61.5","2.1","3.6","1.5","36.3","2.6","41.2","2.6","19.0","1.4","25402","1604","N","N","N","N","N","N","N","N","N","N","11229","1446","52.7","6.9","44.6","6.1","8.2","4.7","47.3","6.9","40.4","7.7","6.8","4.6","35.9","(X)","37.5","(X)","32.3","(X)","60126","6681","76552","4423","36327","7146","70345","N","N","-","**","-","**","N","N","N","N","76520","4449","22149","36092","59988","12710","78628","8315","31512","5491","75055","7451","76671","6167","70290","5190","89645","13881","25349","6450","42314","31603","41369","4731","38125","11615","31845","8546","58679","15730","50336","8609","50903","14621","49570","10500","(X)","(X)","(X)","(X)","(X)","(X)","7661"
"0500000US28121","Rankin County, Mississippi","51982","1551","81.4","2.2","16.6","2.0","N","N","N","N","N","N","N","N","N","N","N","N","80.2","2.2","2.1","1.4","37.5","2.3","39.3","2.5","21.1","1.5","39608","2034","N","N","N","N","N","N","N","N","N","N","12374","1574","53.2","7.0","46.0","7.1","7.2","4.9","46.8","7.0","34.5","7.4","12.3","5.7","28.5","(X)","26.3","(X)","33.1","(X)","56437","3729","60122","2930","35345","5582","84406","63285","21605","-","**","62656","35797","N","N","N","N","60337","2624","27142","22555","59269","6733","63831","5540","40763","5837","61100","3425","59267","10057","61625","3563","79963","11447","31409","4475","36527","7445","30851","4876","25107","7223","21736","5910","27091","85461","45530","15671","31623","7122","78349","35431","(X)","(X)","(X)","(X)","(X)","(X)","5896"
"0500000US29019","Boone County, Missouri","66360","1485","86.0","1.8","5.9","1.4","N","N","N","N","N","N","N","N","N","N","N","N","84.0","1.9","14.9","1.9","36.6","1.8","34.2","1.8","14.2","1.0","36204","2169","N","N","N","N","N","N","N","N","N","N","30156","2140","55.0","4.5","40.9","4.8","14.1","3.1","45.0","4.5","30.5","4.5","14.5","4.2","23.5","(X)","20.1","(X)","26.3","(X)","44201","4629","50211","4123","23265","11830","N","33739","3973","-","**","48000","26213","29970","25424","29215","23746","51163","3819","14434","2369","51720","7216","61308","8105","44457","7214","70564","4054","62236","11721","72374","4342","79729","5225","34131","7139","23112","7471","26434","2836","21845","4138","25635","3806","14327","1896","36899","5735","36366","7860","38086","23676","(X)","(X)","(X)","(X)","(X)","(X)","N"
"0500000US29021","Buchanan County, Missouri","34021","1150","91.9","1.6","N","N","N","N","N","N","N","N","N","N","N","N","N","N","89.1","1.8","7.8","1.7","30.8","2.5","38.3","2.5","23.1","2.0","21360","1546","44.1","4.2","55.9","4.2","68.8","4.4","21.3","3.5","9.9","3.5","12661","1357","54.5","6.1","48.4","5.5","6.1","2.7","45.5","6.1","35.8","6.1","9.7","3.6","22.2","(X)","21.0","(X)","23.5","(X)","41756","3530","42809","3598","N","N","N","N","N","2,500-","***","63317","60956","N","N","39083","35433","43102","3638","18020","8454","49572","12982","51250","5438","34934","3026","58468","4062","50278","13173","59649","3295","68982","3417","28605","6432","25442","12121","23101","3116","21603","1698","21323","1549","38099","25034","27054","7085","21811","8077","50237","11768","(X)","(X)","(X)","(X)","(X)","(X)","N"
"0500000US29031","Cape Girardeau County, Missouri","29991","1031","91.8","1.9","N","N","N","N","N","N","N","N","N","N","N","N","N","N","91.5","2.0","7.1","1.8","33.0","2.7","36.7","2.9","23.2","1.9","18578","1446","N","N","N","N","N","N","N","N","N","N","11413","1444","54.6","6.4","45.5","6.8","9.2","3.5","45.4","6.4","36.5","6.4","8.8","3.9","26.7","(X)","24.7","(X)","29.9","(X)","46090","2305","47205","2980","19546","13643","-","N","N","-","**","-","**","2,500-","***","N","N","47190","2998","24612","8309","46746","5387","60562","4354","27834","3782","56165","3709","57170","9848","55319","5747","65724","5868","26565","5427","30537","4954","22914","4181","17933","2853","16747","2215","50931","43821","31675","8387","29819","6586","50923","4020","(X)","(X)","(X)","(X)","(X)","(X)","**"
"0500000US29037","Cass County, Missouri","37473","1052","91.8","1.8","N","N","N","N","N","N","N","N","N","N","N","N","N","N","90.8","1.9","1.5","0.8","32.4","2.3","39.6","2.7","26.5","2.1","26548","1516","N","N","N","N","N","N","N","N","N","N","10925","1371","51.4","7.6","45.6","6.9","5.8","3.5","48.6","7.6","37.5","8.4","11.1","5.7","20.3","(X)","19.7","(X)","18.2","(X)","54690","3793","54202","3066","N","N","N","63971","33637","47852","11947","N","N","95378","35132","56143","41670","54299","3312","40757","25475","63763","4917","62609","7424","42555","3952","63214","4551","59475","7174","64648","5651","72219","6134","35084","11113","41765","14538","39882","6416","26926","10165","24807","8173","42395","42273","44596","3015","42508","7041","71218","16319","(X)","(X)","(X)","(X)","(X)","(X)","N"
"0500000US29043","Christian County, Missouri","28939","1127","96.2","0.5","N","N","N","N","N","N","N","N","N","N","N","N","N","N","94.6","1.6","1.8","1.1","35.4","2.6","39.9","2.4","22.9","1.6","21875","1492","N","N","N","N","N","N","N","N","N","N","7064","1165","55.3","8.0","44.5","9.8","10.8","7.3","44.7","8.0","36.6","7.4","8.0","5.8","28.6","(X)","27.4","(X)","32.3","(X)","53013","2811","52660","2885","80326","24693","110860","-","**","-","**","-","**","N","N","N","N","52998","2582","36434","9422","53289","3154","64770","5119","29606","6901","57145","4839","54326","2659","60854","5276","63654","5233","36107","11611","32284","5876","25525","6755","20086","3969","15976","4521","34306","30421","37676","18306","32109","14386","86516","44565","(X)","(X)","(X)","(X)","(X)","(X)","65261"
"0500000US29047","Clay County, Missouri","85739","1915","89.9","1.3","5.4","0.9","N","N","N","N","N","N","N","N","N","N","N","N","86.5","1.4","3.1","0.8","36.8","1.7","39.8","1.6","20.3","1.0","58674","2384","46.2","2.7","53.8","2.7","73.6","2.6","18.3","2.3","8.1","1.9","27065","2188","56.6","4.3","52.3","4.7","4.3","1.7","43.4","4.3","33.6","4.4","9.8","3.0","23.5","(X)","24.2","(X)","18.3","(X)","57002","4038","59817","4216","39490","2237","78103","104803","52090","-","**","23607","13710","52826","20504","44665","19871","59702","4475","40648","14258","66587","8128","66362","4085","37207","2345","70081","4002","66863","10347","71545","4039","81395","3536","34308","5912","39052","5507","37327","2646","31978","3942","30185","3932","54872","4232","43475","7780","41683","2676","62600","13332","(X)","(X)","(X)","(X)","(X)","(X)","2539"
"0500000US29051","Cole County, Missouri","29930","1015","90.6","2.4","N","N","N","N","N","N","N","N","N","N","N","N","N","N","88.8","2.6","5.0","2.0","32.8","2.8","39.4","2.8","22.8","2.1","19426","1659","N","N","N","N","N","N","N","N","N","N","10504","1485","50.6","7.0","42.7","6.5","7.9","6.0","49.4","7.0","36.3","7.6","13.1","5.3","37.2","(X)","36.0","(X)","38.3","(X)","50934","3510","53930","4006","22401","4420","N","N","N","-","**","-","**","31265","10279","27816","13406","54460","3948","22477","2020","49414","14030","61847","7024","34542","5814","62210","4295","58024","6815","70251","9362","75331","5941","32467","3920","39327","13266","28002","2892","22917","3227","21657","4122","24249","36818","33772","8398","30008","3456","80792","28670","(X)","(X)","(X)","(X)","(X)","(X)","N"
"0500000US29071","Franklin County, Missouri","38661","1418","96.6","1.9","N","N","N","N","N","N","N","N","N","N","N","N","N","N","95.1","1.3","4.8","2.2","31.6","2.9","41.2","2.5","22.4","2.4","26129","1893","N","N","N","N","N","N","N","N","N","N","12532","1623","54.4","6.7","49.5","7.0","4.9","3.3","45.6","6.7","36.8","6.7","8.8","4.6","27.6","(X)","32.9","(X)","16.1","(X)","42214","3070","42914","4306","13489","5340","-","250,000+","***","-","**","-","**","N","N","N","N","43582","5012","18520","31118","52938","7458","52854","9756","32627","8301","59447","6120","57531","8592","61030","8080","71941","3578","31921","6627","31250","14475","21651","4187","21774","5166","19789","6025","36086","8867","21461","6733","20518","5849","35722","29876","(X)","(X)","(X)","(X)","(X)","(X)","**"
"0500000US29077","Greene County, Missouri","116561","2120","93.6","0.7","N","N","N","N","N","N","N","N","N","N","N","N","N","N","92.2","0.8","9.7","1.2","33.5","1.5","34.8","1.3","22.0","0.9","68449","2962","41.3","2.8","58.7","2.8","73.5","2.8","19.8","2.5","6.7","1.5","48112","2986","52.9","3.0","42.7","3.0","10.3","2.3","47.1","3.0","32.9","3.0","14.1","2.6","24.4","(X)","23.6","(X)","24.3","(X)","40365","2026","40531","2195","24359","22284","N","63738","45208","N","N","N","N","41336","17658","33456","3902","40753","2189","21479","2449","40730","2596","53030","2942","35808","2604","52533","2131","46396","6140","54929","3720","63841","2795","24072","3371","27228","13813","27596","1782","25405","2659","22891","2862","31818","2795","29464","2295","27713","4492","35134","6771","(X)","(X)","(X)","(X)","(X)","(X)","N"
"0500000US29095","Jackson County, Missouri","270124","3322","70.3","0.8","23.6","0.6","N","N","1.2","0.2","N","N","2.8","0.4","1.3","0.3","5.5","0.5","67.9","0.8","4.9","0.5","35.6","0.9","38.1","0.9","21.3","0.6","161204","3978","44.4","1.5","55.6","1.5","66.7","1.6","25.8","1.3","7.5","1.0","108920","4101","55.0","1.9","46.5","1.9","8.5","1.2","45.0","1.9","35.4","1.6","9.7","1.5","23.4","(X)","23.8","(X)","21.7","(X)","44401","1619","52505","1578","27479","1891","N","62470","32343","26962","19666","31725","3188","28725","7176","37018","5080","52656","1669","21044","4315","49434","3322","51671","2421","34720","2526","59274","1875","51428","3946","63300","2920","74709","2496","27177","3080","37899","5689","29304","1818","26625","1581","23151","2191","50376","5767","31717","1806","27276","2973","54904","10481","(X)","(X)","(X)","(X)","(X)","(X)","N"
"0500000US29097","Jasper County, Missouri","46126","1183","93.1","1.1","N","N","N","N","N","N","N","N","N","N","N","N","N","N","88.0","1.5","7.0","1.6","35.0","1.7","35.7","2.1","22.3","1.3","29849","1750","N","N","N","N","N","N","N","N","N","N","16277","1861","58.1","5.0","49.8","5.6","8.2","4.1","41.9","5.0","33.3","5.4","8.7","3.2","29.0","(X)","27.0","(X)","30.9","(X)","37496","2532","37992","2460","N","N","24878","51387","739","N","N","42996","26878","34361","13870","37579","12197","38111","2630","22475","1771","43528","7334","45198","8322","28582","3052","45752","5071","41528","6588","48461","4204","56467","7584","24277","4426","30665","14508","19119","2914","16896","2639","15022","3048","26014","32426","24109","7627","20706","5426","53720","945","(X)","(X)","(X)","(X)","(X)","(X)","21524"
"0500000US29099","Jefferson County, Missouri","80387","1690","97.4","0.7","N","N","N","N","N","N","N","N","N","N","N","N","N","N","96.3","0.7","3.3","0.8","32.9","1.4","44.5","1.6","19.4","1.0","59423","2184","42.6","2.5","57.4","2.5","75.2","2.6","16.1","2.3","8.7","2.1","20964","1783","50.3","5.8","40.7","4.6","9.7","2.7","49.7","5.8","39.2","5.4","10.5","4.7","24.1","(X)","23.8","(X)","22.4","(X)","52545","2220","53091","2537","N","N","N","N","N","-","**","N","N","46212","15089","59657","25390","52738","2366","29991","8035","61263","2138","56000","4049","42800","2035","60943","1958","63003","2833","58752","3614","70296","2586","32125","6805","40749","10196","28676","2495","25237","6086","22621","3636","49531","24497","29522","2664","26646","5009","46830","6973","(X)","(X)","(X)","(X)","(X)","(X)","N"
"0500000US29165","Platte County, Missouri","36711","1076","89.1","1.5","N","N","N","N","N","N","N","N","N","N","N","N","N","N","85.5","1.6","3.7","1.7","37.0","2.3","39.8","1.9","19.5","1.4","24480","1491","N","N","N","N","N","N","N","N","N","N","12231","1362","58.2","6.0","50.0","6.3","8.1","3.3","41.8","6.0","36.9","6.0","4.9","3.0","20.5","(X)","21.2","(X)","18.7","(X)","65449","4763","69691","5888","30267","8691","85122","78367","32155","250,000+","***","-","**","145264","103428","90055","69266","69707","5516","40301","20177","63410","16975","81246","7471","36957","3296","86296","8509","89850","8351","81804","12205","92846","4727","26496","19336","86181","42662","34637","4397","32053","3570","30893","4681","65349","35279","37074","14517","35551","5481","77523","21144","(X)","(X)","(X)","(X)","(X)","(X)","47741"
"0500000US29183","St. Charles County, Missouri","137482","1526","93.6","0.6","3.7","0.5","N","N","N","N","N","N","N","N","N","N","N","N","92.4","0.6","2.3","0.6","35.6","1.0","41.2","1.0","20.9","0.8","100741","2600","45.5","1.7","54.5","1.7","81.7","1.8","12.3","1.4","6.0","1.3","36741","2414","57.6","3.4","51.3","3.4","6.3","2.0","42.4","3.4","32.6","3.8","9.8","2.7","24.4","(X)","24.2","(X)","23.7","(X)","70230","2120","71162","1811","44639","9760","-","84819","21547","-","**","62176","29401","48337","24204","61659","16881","71278","1821","35403","8985","74924","3141","84681","3882","40416","3293","81417","1911","84298","5027","79049","4383","92679","4026","36397","8006","59933","6356","38313","3700","34320","3680","31524","1988","60278","21122","46381","5893","38415","6382","77533","14237","(X)","(X)","(X)","(X)","(X)","(X)","**"
"0500000US29187","St. Francois County, Missouri","24023","1250","97.9","2.1","N","N","N","N","N","N","N","N","N","N","N","N","N","N","97.8","2.1","2.8","1.5","34.6","2.8","38.6","2.7","23.9","2.0","15615","1497","N","N","N","N","N","N","N","N","N","N","8408","1360","51.2","7.2","41.1","8.2","10.2","5.6","48.8","7.2","42.5","7.7","6.2","4.5","26.1","(X)","24.3","(X)","29.3","(X)","34129","3554","34788","4066","-","**","-","-","**","-","**","-","**","19344","4563","-","**","34819","4098","27288","14946","38781","13150","38449","6625","29338","5703","42158","5268","40800","8473","45254","8171","51887","6535","18438","2884","32568","10432","19674","5002","14985","5900","13788","1469","55852","41072","22992","7703","22871","11506","25442","24335","(X)","(X)","(X)","(X)","(X)","(X)","**"
