"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C01_002E","S1903_C01_002M","S1903_C01_003E","S1903_C01_003M","S1903_C01_004E","S1903_C01_004M","S1903_C01_005E","S1903_C01_005M","S1903_C01_006E","S1903_C01_006M","S1903_C01_007E","S1903_C01_007M","S1903_C01_008E","S1903_C01_008M","S1903_C01_009E","S1903_C01_009M","S1903_C01_010E","S1903_C01_010M","S1903_C01_011E","S1903_C01_011M","S1903_C01_012E","S1903_C01_012M","S1903_C01_013E","S1903_C01_013M","S1903_C01_014E","S1903_C01_014M","S1903_C01_015E","S1903_C01_015M","S1903_C01_016E","S1903_C01_016M","S1903_C01_017E","S1903_C01_017M","S1903_C01_018E","S1903_C01_018M","S1903_C01_019E","S1903_C01_019M","S1903_C01_020E","S1903_C01_020M","S1903_C01_021E","S1903_C01_021M","S1903_C01_022E","S1903_C01_022M","S1903_C01_023E","S1903_C01_023M","S1903_C01_024E","S1903_C01_024M","S1903_C01_025E","S1903_C01_025M","S1903_C01_026E","S1903_C01_026M","S1903_C01_027E","S1903_C01_027M","S1903_C01_028E","S1903_C01_028M","S1903_C01_029E","S1903_C01_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_001E","S1903_C02_001M","S1903_C02_002E","S1903_C02_002M","S1903_C02_003E","S1903_C02_003M","S1903_C02_004E","S1903_C02_005E","S1903_C02_005M","S1903_C02_006E","S1903_C02_006M","S1903_C02_007E","S1903_C02_007M","S1903_C02_008E","S1903_C02_008M","S1903_C02_009E","S1903_C02_009M","S1903_C02_010E","S1903_C02_010M","S1903_C02_011E","S1903_C02_011M","S1903_C02_012E","S1903_C02_012M","S1903_C02_013E","S1903_C02_013M","S1903_C02_014E","S1903_C02_014M","S1903_C02_015E","S1903_C02_015M","S1903_C02_016E","S1903_C02_016M","S1903_C02_017E","S1903_C02_017M","S1903_C02_018E","S1903_C02_018M","S1903_C02_019E","S1903_C02_019M","S1903_C02_020E","S1903_C02_020M","S1903_C02_021E","S1903_C02_021M","S1903_C02_022E","S1903_C02_022M","S1903_C02_023E","S1903_C02_023M","S1903_C02_024E","S1903_C02_024M","S1903_C02_025E","S1903_C02_025M","S1903_C02_026E","S1903_C02_026M","S1903_C02_027E","S1903_C02_027M","S1903_C02_028E","S1903_C02_028M","S1903_C02_029E","S1903_C02_029M","S1903_C02_030E","S1903_C02_030M","S1903_C02_004M"
"0500000US05069","Jefferson County, Arkansas","28013","1218","42.8","2.1","56.0","2.1","N","N","N","N","N","N","N","N","N","N","N","N","41.9","2.2","5.4","2.2","27.0","3.5","42.9","2.6","24.7","2.0","16747","1304","N","N","N","N","N","N","N","N","N","N","11266","1348","47.0","5.4","46.6","5.5","0.4","0.6","53.0","5.4","46.0","6.0","7.1","3.9","27.3","(X)","32.8","(X)","18.9","(X)","36275","2474","48156","6568","26546","3926","-","150743","128845","-","**","-","**","53214","14492","21378","20872","48537","6418","8056","3403","37033","7322","38700","4137","36575","7735","48969","7322","42143","6147","54755","7036","61907","4927","21745","11436","41166","3212","21219","2997","17410","4757","17297","4601","-","**","24652","6060","24459","5195","43576","56440","(X)","(X)","(X)","(X)","(X)","(X)","**"
"0500000US05085","Lonoke County, Arkansas","25384","797","91.5","1.8","5.7","1.3","N","N","N","N","N","N","N","N","N","N","N","N","89.5","1.8","3.1","1.8","38.4","2.7","38.2","3.1","20.3","1.8","17507","1300","N","N","N","N","N","N","N","N","N","N","7877","1219","53.8","8.0","48.6","7.2","5.2","4.6","46.2","8.0","42.2","7.8","3.9","4.2","23.3","(X)","22.2","(X)","25.2","(X)","51098","1759","51482","1842","21667","17579","-","N","N","-","**","N","N","105000","15930","46973","39302","51575","1839","20864","1620","58234","11372","57215","10433","40720","9754","61121","4494","60828","3810","62024","15407","68277","7183","27943","12706","52685","47324","27166","7500","21931","9621","20599","8791","71364","86724","34625","16746","29191","14706","46434","3281","(X)","(X)","(X)","(X)","(X)","(X)","**"
"0500000US05119","Pulaski County, Arkansas","155125","3040","62.4","1.2","34.2","1.1","N","N","1.7","0.3","N","N","N","N","N","N","4.6","0.7","58.8","1.1","4.7","0.7","34.7","1.2","40.1","1.3","20.5","0.8","90912","3570","37.7","2.2","62.3","2.2","65.7","2.5","26.8","2.1","7.5","1.4","64213","2960","54.5","3.2","49.0","3.2","5.5","1.5","45.5","3.2","38.2","3.3","7.3","2.0","32.5","(X)","31.9","(X)","32.1","(X)","44437","2698","56105","2284","30652","1892","N","50095","16909","-","**","N","N","46856","24930","30127","12963","57737","2652","17853","3526","45219","4564","50363","2825","38898","4071","56506","2462","49835","6852","59182","4199","72996","4561","30107","4138","44628","6785","30060","3393","26713","3680","24710","3338","46541","20689","31841","2767","29561","4808","48879","18601","(X)","(X)","(X)","(X)","(X)","(X)","N"
"0500000US05125","Saline County, Arkansas","42534","1217","92.9","1.2","N","N","N","N","N","N","N","N","N","N","N","N","N","N","90.4","1.6","2.4","1.3","33.6","2.2","38.4","2.3","25.6","1.6","31871","1685","N","N","N","N","N","N","N","N","N","N","10663","1343","57.5","6.2","53.0","7.2","4.5","3.0","42.5","6.2","35.6","6.9","6.9","3.9","23.5","(X)","24.1","(X)","21.8","(X)","58009","3915","58169","4176","58263","14955","-","N","N","-","**","64050","16938","N","N","63021","29541","58254","4238","31867","37018","69817","7120","64117","7839","40782","3015","66719","3475","71315","8361","65308","8245","72382","3774","34758","8931","42128","21031","32690","7615","26725","4636","24810","3139","54242","16718","42202","14323","40925","5275","104605","76453","(X)","(X)","(X)","(X)","(X)","(X)","**"
"0500000US05131","Sebastian County, Arkansas","51394","1342","83.7","1.5","6.4","1.1","N","N","N","N","N","N","N","N","N","N","8.2","1.2","77.6","1.5","6.0","1.6","34.0","2.5","37.9","2.5","22.0","1.4","32217","1863","44.0","3.3","56.0","3.3","72.3","4.2","18.0","3.3","9.7","2.8","19177","1966","54.6","5.7","50.9","5.4","3.7","2.0","45.4","5.7","39.9","5.6","5.5","3.0","19.1","(X)","17.4","(X)","20.7","(X)","37330","3054","37933","3819","20915","8826","42282","39648","7089","11423","848","60345","18661","30972","17468","28935","8393","39768","3672","17145","6105","37898","7573","51099","11580","28464","4742","48734","7363","36681","3825","57072","5349","61742","3343","20279","3645","31071","5572","23631","4766","22258","5245","21635","4824","28545","4839","25415","9112","22205","7914","57662","23987","(X)","(X)","(X)","(X)","(X)","(X)","23742"
"0500000US05143","Washington County, Arkansas","81423","2353","82.5","1.9","N","N","N","N","N","N","N","N","6.9","1.7","N","N","10.7","1.2","79.2","1.6","11.0","1.7","41.1","1.8","31.6","1.4","16.3","1.0","51853","2376","48.7","3.3","51.3","3.3","75.9","3.3","16.6","2.8","7.4","2.3","29570","2651","51.1","3.9","41.4","4.2","9.7","2.3","48.9","3.9","36.8","4.8","12.0","3.6","15.9","(X)","16.7","(X)","14.5","(X)","41225","1996","42443","2586","31802","12707","20125","52955","17539","N","N","38019","7768","37596","34133","39001","4942","43157","3047","16349","6584","41404","2285","55924","3606","36616","4268","52498","3084","44243","4764","58283","4891","61706","4211","25702","6081","37446","9411","21730","2538","20108","3110","20114","3132","20088","9571","25726","8470","21759","4519","40833","10900","(X)","(X)","(X)","(X)","(X)","(X)","19626"
"0500000US05145","White County, Arkansas","29089","969","94.2","1.9","N","N","N","N","N","N","N","N","N","N","N","N","N","N","91.3","2.2","6.7","2.3","32.4","3.3","33.9","2.6","27.0","2.2","21424","1353","N","N","N","N","N","N","N","N","N","N","7665","1068","55.7","7.8","52.7","8.3","3.0","2.5","44.3","7.8","36.8","7.6","7.5","4.1","31.6","(X)","30.6","(X)","34.0","(X)","38853","5452","40873","4110","17904","6614","18990","-","**","-","**","-","**","N","N","17171","2514","41512","3513","40823","25364","40296","8820","51349","12968","32237","2469","50048","8849","47130","12023","51053","9260","56561","5921","18354","5030","42181","58606","22275","4193","20868","5178","19415","5043","32377","59114","25048","9976","25769","13819","17412","18751","(X)","(X)","(X)","(X)","(X)","(X)","12332"
"0500000US06001","Alameda County, California","548274","3439","51.0","0.6","14.2","0.4","0.6","0.1","23.7","0.5","0.8","0.1","5.6","0.4","4.1","0.4","16.2","0.5","41.8","0.6","3.3","0.3","38.1","0.6","39.5","0.6","19.0","0.5","359928","5068","48.1","1.1","51.9","1.1","72.3","1.2","19.2","1.0","8.4","0.8","188346","4378","54.3","1.5","43.6","1.5","10.7","1.0","45.7","1.5","33.6","1.5","12.1","1.1","23.9","(X)","24.2","(X)","21.8","(X)","70500","1475","77193","2339","39450","2436","46153","95527","4170","56322","10778","48162","2766","64181","10259","49468","2508","85216","2639","28519","3977","75080","3401","86408","2242","46154","2132","87926","1800","88279","3797","87770","2140","105964","2837","41459","2616","55104","5697","42844","1802","40768","1532","35414","2202","76603","5172","46086","3336","37178","4546","87034","11016","(X)","(X)","(X)","(X)","(X)","(X)","14429"
"0500000US06007","Butte County, California","85388","1774","89.3","1.2","N","N","N","N","2.7","0.5","N","N","N","N","4.5","0.9","10.2","1.0","81.6","1.3","8.4","1.1","27.3","1.4","37.3","1.5","27.0","1.1","52697","2345","40.2","2.8","59.8","2.8","70.9","2.6","18.7","2.3","10.4","2.1","32691","2260","55.4","3.5","40.2","3.1","15.2","2.7","44.6","3.5","31.0","3.9","13.6","2.8","26.9","(X)","25.1","(X)","27.4","(X)","40960","1995","40830","2283","38632","16524","41310","56023","24771","-","**","34696","19007","42921","6967","29418","4523","42445","5342","28407","6878","40342","7254","51302","4996","40237","2920","51246","3821","44207","8661","57655","4579","61663","3202","26881","3758","29585","6489","27271","3103","25607","2862","21489","1625","42404","14652","29964","4974","22302","6092","40523","11589","(X)","(X)","(X)","(X)","(X)","(X)","30971"
"0500000US06013","Contra Costa County, California","380397","3088","67.6","0.8","9.5","0.5","N","N","13.8","0.6","N","N","5.0","0.5","3.2","0.5","17.8","0.6","56.1","0.8","2.2","0.4","32.1","0.6","43.4","0.7","22.3","0.6","265285","5167","47.7","1.3","52.3","1.3","76.0","1.3","17.1","1.0","6.9","0.9","115112","4361","55.7","1.9","46.9","2.2","8.9","1.3","44.3","1.9","33.9","1.7","10.3","1.6","29.1","(X)","29.4","(X)","26.3","(X)","74177","1723","79744","2691","46208","5920","50325","93385","8126","52933","21216","52523","5351","69893","12420","54316","3592","86928","2612","40260","12622","74332","3443","93960","4080","50145","2287","89141","3413","89204","6165","89095","4440","105077","2857","46752","4338","51983","4503","49123","2511","44208","3737","39181","4057","85946","14351","53789","3325","49019","4701","74602","7537","(X)","(X)","(X)","(X)","(X)","(X)","13618"
"0500000US06017","El Dorado County, California","65558","2265","90.9","1.3","N","N","N","N","N","N","N","N","N","N","N","N","7.4","1.1","87.3","1.4","1.3","0.8","23.9","1.7","47.7","1.8","27.1","1.3","47486","2288","37.8","2.8","62.2","2.8","79.8","3.1","15.7","3.1","4.6","1.5","18072","1741","50.5","5.7","35.1","3.9","15.4","4.7","49.5","5.7","40.8","5.4","8.7","3.1","23.8","(X)","24.1","(X)","21.3","(X)","69973","3983","70415","3733","93611","53100","31134","109299","36525","-","**","35931","5054","99923","65003","40720","7657","70848","3468","29927","22616","74686","5147","74575","4888","57197","8171","81401","8581","76989","9378","84818","10114","93080","8021","43983","4034","53765","29717","39292","6059","40402","5933","33878","7542","55544","10083","36883","8428","34264","5405","59314","23205","(X)","(X)","(X)","(X)","(X)","(X)","3674"
"0500000US06019","Fresno County, California","292280","2681","62.4","1.1","5.7","0.4","1.1","0.3","8.4","0.5","N","N","19.5","1.0","2.8","0.4","42.5","0.9","41.8","0.8","4.7","0.6","38.3","0.9","37.4","0.8","19.6","0.6","211407","4424","52.8","1.3","47.2","1.3","63.2","1.6","24.8","1.3","12.0","1.3","80873","3863","51.6","2.5","42.9","2.6","8.7","1.6","48.4","2.5","33.7","2.6","14.6","2.0","37.4","(X)","36.3","(X)","36.5","(X)","41627","1128","47018","2024","22296","6318","40705","44868","4883","96100","55161","31807","2655","50713","8489","34157","2013","54974","3038","22258","2956","40951","1618","51181","2502","34990","1918","45214","2071","34922","2627","55256","2492","61204","1676","22781","2993","28886","3695","29103","1987","25887","2151","23404","3155","36862","7046","35621","3932","30384","5310","51995","7301","(X)","(X)","(X)","(X)","(X)","(X)","11529"
"0500000US06023","Humboldt County, California","52241","1821","88.3","1.5","N","N","4.7","1.1","N","N","N","N","N","N","N","N","6.9","1.2","83.3","1.7","6.2","1.5","31.7","2.0","39.0","1.8","23.1","1.9","30460","1842","44.3","4.0","55.7","4.0","71.5","4.4","21.0","4.1","7.5","2.2","21781","1729","54.9","4.1","43.0","4.7","11.8","2.8","45.1","4.1","32.3","3.8","12.8","3.5","24.9","(X)","24.0","(X)","24.3","(X)","40682","2944","41920","3756","45979","31123","17826","32366","21112","N","N","31201","19490","50081","38868","31543","10131","42392","3870","16014","13459","42281","8202","51113","4086","34981","3318","53438","5069","44599","10751","56978","5309","63827","5998","17082","5693","46548","25869","23714","3387","20761","4382","17622","3218","39176","6074","26794","6180","23464","6237","32058","10318","(X)","(X)","(X)","(X)","(X)","(X)","5633"
"0500000US06025","Imperial County, California","46747","1674","85.5","2.3","N","N","N","N","N","N","N","N","8.9","2.1","N","N","75.6","1.9","20.4","1.7","2.5","1.2","35.6","2.3","40.2","2.4","21.7","1.9","36577","2067","49.5","3.5","50.5","3.5","63.2","3.9","26.9","3.5","9.8","2.5","10170","1559","51.3","7.5","44.6","7.3","6.7","3.9","48.7","7.5","41.5","7.4","7.2","3.6","31.3","(X)","33.6","(X)","20.3","(X)","40200","5198","39425","6067","64625","56111","28860","42096","39230","-","**","40344","12926","50055","13753","34036","4140","51864","7913","20287","25508","43373","5438","41883","2163","22495","9493","42244","2825","41111","6559","43949","5769","53688","6137","22232","6364","32047","12484","16472","4309","N","N","N","N","N","N","N","N","N","N","N","N","(X)","(X)","(X)","(X)","(X)","(X)","25552"
"0500000US06029","Kern County, California","255967","3215","75.1","1.1","5.5","0.7","1.6","0.4","3.9","0.4","N","N","12.1","1.0","1.7","0.3","40.2","1.0","48.9","0.8","4.8","0.7","37.8","1.0","39.2","1.1","18.1","0.6","193728","3943","53.2","1.5","46.8","1.5","68.1","1.8","21.6","1.5","10.2","1.1","62239","2911","50.8","2.7","42.0","3.1","8.8","1.6","49.2","2.7","39.0","2.8","10.2","2.1","30.4","(X)","30.4","(X)","26.4","(X)","45910","2002","49103","2139","35033","5238","29992","66650","12211","51436","14544","37317","3405","31993","13969","37135","1671","57186","2989","32408","6069","48071","3765","54255","2423","32051","2142","49430","2574","42008","3059","55243","2452","64391","2156","22027","1758","32822","4723","29988","2413","24887","2910","21581","3834","46830","11165","38334","7615","29645","3177","59718","9287","(X)","(X)","(X)","(X)","(X)","(X)","11643"
"0500000US06031","Kings County, California","40376","1216","76.0","2.6","N","N","N","N","N","N","N","N","9.3","2.0","N","N","40.3","2.1","46.3","2.2","4.6","1.2","42.6","2.2","33.9","2.1","18.9","1.6","31144","1472","56.6","3.2","43.4","3.2","66.1","3.8","22.4","3.0","11.5","2.5","9232","931","56.5","6.6","48.7","6.7","7.7","5.5","43.5","6.6","31.1","6.7","12.5","4.1","30.7","(X)","28.3","(X)","31.8","(X)","45935","3484","47263","3772","48921","23608","42167","60895","44463","-","**","32455","4841","34297","16744","37940","6442","58038","8116","25391","6969","47358","4521","62702","10501","32880","4865","47470","3704","42289","5217","60574","9837","65486","7754","21435","2695","30788","6415","31550","6642","23619","3561","22947","3239","47665","35264","41096","5192","39279","5527","67857","12329","(X)","(X)","(X)","(X)","(X)","(X)","25735"
"0500000US06033","Lake County, California","26228","1561","84.4","3.4","N","N","N","N","N","N","N","N","N","N","N","N","N","N","80.8","3.2","1.7","1.3","26.2","3.1","44.9","3.2","27.2","3.0","15708","1775","N","N","N","N","N","N","N","N","N","N","10520","1427","49.1","8.7","39.1","7.8","10.0","5.9","50.9","8.7","37.7","7.7","13.2","7.0","32.9","(X)","33.2","(X)","30.5","(X)","33219","6837","36218","5470","41947","34591","16056","55808","32974","-","**","25803","3289","30898","13899","26210","3008","36269","5612","35316","37756","29390","14936","31303","7727","40432","12683","45590","7344","38815","8672","50702","8871","58150","7997","27319","11611","28750","31672","14418","4906","14243","4616","11875","1224","25856","42358","14594","13085","14979","13371","12320","23522","(X)","(X)","(X)","(X)","(X)","(X)","4170"
"0500000US06037","Los Angeles County, California","3231660","7188","57.4","0.3","10.2","0.2","0.4","0.1","14.2","0.2","0.2","0.1","14.6","0.2","3.1","0.1","36.5","0.2","37.0","0.2","3.3","0.1","37.4","0.3","39.9","0.3","19.5","0.2","2156545","12155","46.9","0.4","53.1","0.4","66.1","0.5","23.6","0.4","10.3","0.3","1075115","11650","51.6","0.6","42.3","0.6","9.3","0.4","48.4","0.6","35.8","0.5","12.6","0.5","32.3","(X)","33.7","(X)","26.7","(X)","53001","580","59577","1041","38247","1905","44464","63073","2096","57318","10379","40356","664","53849","3392","42751","538","70698","880","24858","1672","55295","897","62625","971","38149","906","59828","716","52407","965","65619","976","75409","926","35311","940","43561","1346","37941","1144","32952","1249","28070","1027","64312","4482","43796","1936","36379","848","70971","3036","(X)","(X)","(X)","(X)","(X)","(X)","6612"
"0500000US06039","Madera County, California","41035","1666","83.4","2.7","N","N","N","N","N","N","N","N","N","N","N","N","41.3","2.6","49.9","2.6","3.8","1.6","32.3","3.0","40.9","3.0","23.0","2.0","31053","2037","46.6","3.7","53.4","3.7","72.6","3.6","20.0","3.3","7.4","2.2","9982","1614","49.4","7.4","43.0","7.9","6.4","3.8","50.6","7.4","41.3","7.5","9.3","4.3","36.1","(X)","33.3","(X)","39.9","(X)","42039","3213","40807","3250","47289","20768","N","45946","12942","-","**","53571","9083","44792","22067","36586","3567","47713","5741","35407","12536","38337","6975","49908","3991","34519","8659","43480","3003","34007","3520","52905","3828","54102","5535","21955","10883","35789","16113","20974","4818","21296","6587","20669","8931","24646","10851","19865","10853","18502","3242","45119","6121","(X)","(X)","(X)","(X)","(X)","(X)","N"
"0500000US06041","Marin County, California","102427","1729","88.0","1.1","N","N","N","N","4.7","0.6","N","N","4.0","0.9","N","N","9.0","1.0","83.2","1.4","0.5","0.3","24.7","1.2","45.7","1.5","29.1","1.1","62269","2384","47.1","2.7","52.9","2.7","82.0","2.0","14.0","2.2","4.0","1.3","40158","2583","62.0","3.3","50.2","4.2","11.8","3.1","38.0","3.3","29.7","3.5","8.3","2.7","27.8","(X)","27.3","(X)","27.1","(X)","90535","5672","95657","7241","40288","30586","N","112767","29590","8892","631","41577","23401","58980","32431","48451","10905","99014","6397","37755","20176","97490","10449","104546","5876","63612","6875","115513","4787","117729","17236","114403","6498","132481","7248","58482","16231","75169","6473","54983","6477","49263","10189","37447","5802","95335","31716","65272","8275","51770","8036","125980","23789","(X)","(X)","(X)","(X)","(X)","(X)","N"
"0500000US06045","Mendocino County, California","35203","1046","87.5","2.2","N","N","N","N","N","N","N","N","N","N","N","N","13.6","1.5","78.1","1.9","2.3","1.3","26.4","2.9","44.1","2.8","27.2","2.2","20011","1401","N","N","N","N","N","N","N","N","N","N","15192","1488","51.8","5.7","43.0","5.2","8.8","4.3","48.2","5.7","40.5","6.1","7.7","3.5","27.2","(X)","28.4","(X)","23.0","(X)","41369","5525","42418","6631","16887","2029","24881","50972","36946","-","**","N","N","23558","14320","34762","5918","44796","7364","12050","39885","37700","8122","49355","6410","33688","7174","55967","6256","42067","14001","62396","8053","62067","5913","36114","12615","33289","28116","22251","3537","22380","5866","21487","4039","50012","30693","22089","5133","19432","4136","36244","7482","(X)","(X)","(X)","(X)","(X)","(X)","18705"
"0500000US06047","Merced County, California","76451","1882","65.0","2.3","4.2","0.7","N","N","5.6","1.1","N","N","21.7","2.1","N","N","46.7","1.5","42.0","1.5","4.8","1.1","39.1","1.8","37.1","1.8","19.0","1.3","59849","2296","57.8","2.6","42.2","2.6","65.5","3.3","24.2","2.9","10.2","1.9","16602","1868","47.5","5.0","40.0","4.4","7.5","3.1","52.5","5.0","40.3","5.9","12.2","5.0","32.4","(X)","30.3","(X)","32.6","(X)","43597","3789","48392","3916","33899","18187","N","48422","19181","96092","747","34190","5543","33938","16932","39258","4276","49528","3692","24794","10574","40522","7462","54442","3176","33850","3275","49870","2744","41260","6145","55192","4007","60075","4228","20731","3592","41329","4056","25604","3520","21601","3912","22830","4061","17500","6782","31184","7793","27690","6548","42152","27099","(X)","(X)","(X)","(X)","(X)","(X)","N"
"0500000US06053","Monterey County, California","124171","1866","76.4","1.3","3.0","0.5","N","N","7.4","0.7","N","N","9.2","1.0","3.0","0.7","41.1","1.1","46.2","1.0","3.6","0.7","34.8","1.4","40.3","1.2","21.3","0.8","89269","2659","49.8","2.1","50.2","2.1","71.2","2.3","19.2","2.0","9.6","1.4","34902","2152","54.2","3.3","43.7","3.1","10.5","2.3","45.8","3.3","33.3","3.4","12.4","2.7","26.3","(X)","26.4","(X)","23.2","(X)","58109","3535","60255","3016","55124","11322","30577","61757","14014","48931","11608","51467","5425","56114","11918","47365","2688","70988","3818","32652","5376","55827","4589","67165","6289","49116","3811","61788","3151","51474","3287","72885","4991","74026","3708","31243","4256","51894","8976","41865","4867","38274","6224","33152","5101","62603","9963","47611","7664","39861","7657","62548","15446","(X)","(X)","(X)","(X)","(X)","(X)","23232"
